Dataset,Model,Predict Function of Model,Metric Function,Score,Seed,Estimator Tag
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Recall,Subset Accuracy,0.0,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Recall,Precision Score,0.105099,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Recall,Negative Predictive Value,0.0,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Recall,Recall Score,0.546336,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Recall,Markedness,0.052549,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Recall,Fmeasure Score,0.171149,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Recall,Informedness,0.5,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Recall,Macro F1,0.183224,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Recall,Micro F1,0.1902,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Markedness,Hamming Accuracy,0.420602,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Markedness,Subset Accuracy,0.038836,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Markedness,Precision Score,0.185295,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Markedness,Negative Predictive Value,0.977674,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Markedness,Recall Score,0.479103,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Markedness,Markedness,0.581486,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Markedness,Fmeasure Score,0.229541,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Markedness,Informedness,0.570646,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Markedness,Macro F1,0.208715,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Markedness,Micro F1,0.2387,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Fmeasure,Hamming Accuracy,0.105792,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Fmeasure,Subset Accuracy,0.0,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Fmeasure,Precision Score,0.105173,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Fmeasure,Negative Predictive Value,0.005586,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Fmeasure,Recall Score,0.546316,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Fmeasure,Markedness,0.05538,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Fmeasure,Fmeasure Score,0.171246,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Fmeasure,Informedness,0.500292,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Fmeasure,Macro F1,0.183255,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Fmeasure,Micro F1,0.190313,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Informedness,Hamming Accuracy,0.531821,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Informedness,Subset Accuracy,0.006719,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Informedness,Precision Score,0.179023,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Informedness,Negative Predictive Value,0.975123,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Informedness,Recall Score,0.488188,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Informedness,Markedness,0.577072,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Informedness,Fmeasure Score,0.248448,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Informedness,Informedness,0.610695,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Informedness,Macro F1,0.240902,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Predict Informedness,Micro F1,0.283952,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Marginal Scores,One-Error Score,0.296999,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Marginal Scores,Coverage Score,0.84064,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Marginal Scores,Ranking Loss Score,0.896794,1,adaboost
chest_xray_nih__resnet,PCC_AdaBoostClassifier,Marginal Scores,Average Precision,0.82456,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Hamming,Hamming Accuracy,0.89345,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Hamming,Subset Accuracy,0.43491,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Hamming,Precision Score,0.491516,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Hamming,Negative Predictive Value,0.905756,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Hamming,Recall Score,0.465029,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Hamming,Markedness,0.698634,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Hamming,Fmeasure Score,0.472012,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Hamming,Informedness,0.545583,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Hamming,Macro F1,0.164191,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Hamming,Micro F1,0.201767,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Subset,Hamming Accuracy,0.89345,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Subset,Subset Accuracy,0.43491,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Subset,Precision Score,0.491516,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Subset,Negative Predictive Value,0.905756,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Subset,Recall Score,0.465029,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Subset,Markedness,0.698634,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Subset,Fmeasure Score,0.472012,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Subset,Informedness,0.545583,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Subset,Macro F1,0.164191,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Subset,Micro F1,0.201767,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Precision,Hamming Accuracy,0.846963,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Precision,Subset Accuracy,0.148226,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Precision,Precision Score,0.308251,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Precision,Negative Predictive Value,0.923923,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Precision,Recall Score,0.219443,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Precision,Markedness,0.616085,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Precision,Fmeasure Score,0.245932,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Precision,Informedness,0.587081,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Precision,Macro F1,0.261762,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Precision,Micro F1,0.33487,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict NPV,Hamming Accuracy,0.227354,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict NPV,Subset Accuracy,0.0,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict NPV,Precision Score,0.118547,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict NPV,Negative Predictive Value,0.989021,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict NPV,Recall Score,0.54009,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict NPV,Markedness,0.553784,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict NPV,Fmeasure Score,0.188301,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict NPV,Informedness,0.54383,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict NPV,Macro F1,0.193636,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict NPV,Micro F1,0.211657,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Recall,Hamming Accuracy,0.105099,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Recall,Subset Accuracy,0.0,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Recall,Precision Score,0.105099,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Recall,Negative Predictive Value,0.0,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Recall,Recall Score,0.546336,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Recall,Markedness,0.052549,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Recall,Fmeasure Score,0.171149,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Recall,Informedness,0.5,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Recall,Macro F1,0.183224,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Recall,Micro F1,0.1902,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Markedness,Hamming Accuracy,0.409394,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Markedness,Subset Accuracy,0.036529,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Markedness,Precision Score,0.180429,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Markedness,Negative Predictive Value,0.979888,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Markedness,Recall Score,0.49043,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Markedness,Markedness,0.580158,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Markedness,Fmeasure Score,0.229628,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Markedness,Informedness,0.576083,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Markedness,Macro F1,0.209521,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Markedness,Micro F1,0.240033,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Fmeasure,Hamming Accuracy,0.105979,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Fmeasure,Subset Accuracy,0.0,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Fmeasure,Precision Score,0.105197,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Fmeasure,Negative Predictive Value,0.006995,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Fmeasure,Recall Score,0.546316,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Fmeasure,Markedness,0.056095,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Fmeasure,Fmeasure Score,0.17128,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Fmeasure,Informedness,0.500385,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Fmeasure,Macro F1,0.183258,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Fmeasure,Micro F1,0.190343,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Informedness,Hamming Accuracy,0.525613,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Informedness,Subset Accuracy,0.005899,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Informedness,Precision Score,0.177322,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Informedness,Negative Predictive Value,0.976034,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Informedness,Recall Score,0.492113,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Informedness,Markedness,0.576679,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Informedness,Fmeasure Score,0.24755,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Informedness,Informedness,0.612825,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Informedness,Macro F1,0.236976,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Predict Informedness,Micro F1,0.282774,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Marginal Scores,One-Error Score,0.308251,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Marginal Scores,Coverage Score,0.843622,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Marginal Scores,Ranking Loss Score,0.899911,1,adaboost
chest_xray_nih__resnet,BR_AdaBoostClassifier,Marginal Scores,Average Precision,0.831092,1,adaboost
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Hamming,Hamming Accuracy,0.897117,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Hamming,Subset Accuracy,0.44972,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Hamming,Precision Score,0.508185,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Hamming,Negative Predictive Value,0.907464,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Hamming,Recall Score,0.481857,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Hamming,Markedness,0.707822,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Hamming,Fmeasure Score,0.488602,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Hamming,Informedness,0.553359,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Hamming,Macro F1,0.185901,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Hamming,Micro F1,0.225562,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Subset,Hamming Accuracy,0.896917,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Subset,Subset Accuracy,0.453587,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Subset,Precision Score,0.493495,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Subset,Negative Predictive Value,0.904135,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Subset,Recall Score,0.476951,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Subset,Markedness,0.698816,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Subset,Fmeasure Score,0.480835,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Subset,Informedness,0.542376,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Subset,Macro F1,0.151758,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Subset,Micro F1,0.173835,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Precision,Hamming Accuracy,0.852863,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Precision,Subset Accuracy,0.162876,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Precision,Precision Score,0.331849,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Precision,Negative Predictive Value,0.927293,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Precision,Recall Score,0.238099,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Precision,Markedness,0.629571,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Precision,Fmeasure Score,0.266071,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Precision,Informedness,0.598595,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Precision,Macro F1,0.285636,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Precision,Micro F1,0.360517,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict NPV,Hamming Accuracy,0.228068,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict NPV,Subset Accuracy,0.0,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict NPV,Precision Score,0.118953,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict NPV,Negative Predictive Value,0.991872,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict NPV,Recall Score,0.541652,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict NPV,Markedness,0.555413,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict NPV,Fmeasure Score,0.188912,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict NPV,Informedness,0.54823,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict NPV,Macro F1,0.19466,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict NPV,Micro F1,0.212384,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Recall,Hamming Accuracy,0.105099,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Recall,Subset Accuracy,0.0,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Recall,Precision Score,0.105099,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Recall,Negative Predictive Value,0.0,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Recall,Recall Score,0.546336,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Recall,Markedness,0.052549,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Recall,Fmeasure Score,0.171149,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Recall,Informedness,0.5,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Recall,Macro F1,0.183224,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Recall,Micro F1,0.1902,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Markedness,Hamming Accuracy,0.885657,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Markedness,Subset Accuracy,0.410064,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Markedness,Precision Score,0.528021,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Markedness,Negative Predictive Value,0.922471,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Markedness,Recall Score,0.497335,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Markedness,Markedness,0.725245,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Markedness,Fmeasure Score,0.49844,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Markedness,Informedness,0.597974,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Markedness,Macro F1,0.287384,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Markedness,Micro F1,0.365645,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Fmeasure,Hamming Accuracy,0.876034,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Fmeasure,Subset Accuracy,0.415457,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Fmeasure,Precision Score,0.494269,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Fmeasure,Negative Predictive Value,0.922796,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Fmeasure,Recall Score,0.540904,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Fmeasure,Markedness,0.708532,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Fmeasure,Fmeasure Score,0.505188,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Fmeasure,Informedness,0.595059,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Fmeasure,Macro F1,0.283934,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Fmeasure,Micro F1,0.340562,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Informedness,Hamming Accuracy,0.829788,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Informedness,Subset Accuracy,0.224526,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Informedness,Precision Score,0.404914,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Informedness,Negative Predictive Value,0.94904,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Informedness,Recall Score,0.467891,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Informedness,Markedness,0.676977,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Informedness,Fmeasure Score,0.413202,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Informedness,Informedness,0.656705,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Informedness,Macro F1,0.351146,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Predict Informedness,Micro F1,0.430785,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Marginal Scores,One-Error Score,0.331849,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Marginal Scores,Coverage Score,0.857532,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Marginal Scores,Ranking Loss Score,0.912492,1,lr
chest_xray_nih__resnet,PCC_LogisticRegression,Marginal Scores,Average Precision,0.848141,1,lr
chest_xray_nih__resnet,BR_LogisticRegression,Predict Hamming,Hamming Accuracy,0.897132,1,lr
chest_xray_nih__resnet,BR_LogisticRegression,Predict Hamming,Subset Accuracy,0.44886,1,lr
chest_xray_nih__resnet,BR_LogisticRegression,Predict Hamming,Precision Score,0.508634,1,lr
chest_xray_nih__resnet,BR_LogisticRegression,Predict Hamming,Negative Predictive Value,0.907377,1,lr
chest_xray_nih__resnet,BR_LogisticRegression,Predict Hamming,Recall Score,0.481006,1,lr
chest_xray_nih__resnet,BR_LogisticRegression,Predict Hamming,Markedness,0.708006,1,lr
chest_xray_nih__resnet,BR_LogisticRegression,Predict Hamming,Fmeasure Score,0.488246,1,lr
chest_xray_nih__resnet,BR_LogisticRegression,Predict Hamming,Informedness,0.553468,1,lr
chest_xray_nih__resnet,BR_LogisticRegression,Predict Hamming,Macro F1,0.186122,1,lr
chest_xray_nih__resnet,BR_LogisticRegression,Predict Hamming,Micro F1,0.225208,1,lr
chest_xray_nih__resnet,BR_LogisticRegression,Predict Subset,Hamming Accuracy,0.897132,1,lr
